text	facts	question	label
D is taller than C and E. A is not taller than E. C is taller than A. D is not taller than B.	"taller(C,A)
taller(D,C)
taller(D,E)
not_taller(A,E)
not_taller(D,B)"	Is A the shortest ?	yes
D is taller than C and E. A is not taller than E. C is shorter than E.	"shorter(C,E)
taller(D,E)
taller(D,C)
not_taller(A,E)"	Is D the tallest ?	yes
Suresh is shorter than Neeraj but taller than Umesh.	"shorter(Suresh,Neeraj)
taller(Suresh,Umesh)"	Is Umesh the shortest ?	yes
Umesh is taller than Satish. Suresh is taller than Umesh who is shorter than Neeraj.	"taller(Suresh,Umesh)
shorter(Umesh,Neeraj)
taller(Umesh,Satish)"	Is Satish the shortest ?	yes
Umesh is taller than Satish. Suresh is shorter than Neeraj.	"shorter(Suresh,Neeraj)
taller(Umesh,Satish)"	Is Neeraj taller than Suresh ?	yes
Keshav is shorter than Nitin. Nitin is taller than Kishan but shorter than Amar. Vijay is taller than Kishan.	"taller(Vijay,Kishan)
shorter(Keshav,Nitin)
taller(Nitin,Kishan)
shorter(Nitin,Amar)"	Is Nitin shorter than Amar ?	yes
Keshav is taller than Vijay. Nitin is taller than Kishan but shorter than Amar. Vijay is taller than Kishan.	"taller(Vijay,Kishan)
taller(Nitin,Kishan)
shorter(Nitin,Amar)
taller(Keshav,Vijay)"	Is Kishan the shortest ?	yes
Keshav is taller than Vijay but shorter than Nitin. Nitin is shorter than Amar but taller than Kishan.	"shorter(Keshav,Nitin)
taller(Nitin,Kishan)
shorter(Nitin,Amar)
taller(Keshav,Vijay)"	Is Amar the tallest ?	yes
Keshav is taller than Vijay but shorter than Nitin. Nitin is taller than Kishan.	"shorter(Keshav,Nitin)
taller(Nitin,Kishan)
taller(Keshav,Vijay)"	Is Nitin the tallest ?	yes
Keshav is taller than Vijay but shorter than Nitin. Nitin is taller than Kishan but shorter than Amar.	"shorter(Keshav,Nitin)
taller(Nitin,Kishan)
shorter(Nitin,Amar)
taller(Keshav,Vijay)"	Is Amar the tallest ?	yes
Among P, Q, R, S and T. S is shorter than P and Q. T is shorter than S.	"shorter(S,Q)
shorter(S,P)
shorter(T,S)"	Is T the shortest ?	yes
Among P, Q, R, S and T. Q is shorter than T and S.  P is shorter than Q and R.	"shorter(P,Q)
shorter(Q,S)
shorter(Q,T)
shorter(P,R)"	Is P the shortest ?	yes
Among P, Q, R, S and T. Q is shorter than T. S is shorter than P and Q. P is shorter than Q and R.	"shorter(S,Q)
shorter(P,Q)
shorter(Q,T)
shorter(S,P)
shorter(P,R)"	Is S the shortest ?	yes
Hardik is shorter than Susheel. Niza is taller than Harry but shorter than Susheel. Susheel is shorter than Rohan.	"shorter(Susheel,Rohan)
shorter(Hardik,Susheel)
taller(Niza,Harry)
shorter(Niza,Susheel)"	Is Rohan the tallest ?	yes
Rohan is taller than Hardik. Niza is taller than Harry but shorter than Hardik. Susheel is shorter than Rohan.	"shorter(Susheel,Rohan)
taller(Rohan,Hardik)
taller(Niza,Harry)
shorter(Niza,Hardik)"	Is Rohan the tallest ?	yes
Rohan is taller than Hardik who is shorter than Susheel. Niza is shorter than Rohan. Susheel is shorter than Rohan.	"shorter(Susheel,Rohan)
taller(Rohan,Hardik)
shorter(Hardik,Susheel)
shorter(Niza,Rohan)"	Is Rohan the tallest ?	yes
Rohan is taller than Hardik who is shorter than Susheel. Niza is taller than Harry but shorter than Hardik.	"taller(Rohan,Hardik)
taller(Niza,Harry)
shorter(Hardik,Susheel)
shorter(Niza,Hardik)"	Is Harry the shortest ?	yes
Garima is not taller than Reena. Tanya is taller than Garima. Garima is shorter than Anu. Tanya is shorter than Anu.	"taller(Tanya,Garima)
shorter(Tanya,Anu)
shorter(Garima,Anu)
not_taller(Garima,Reena)"	Is Garima the shortest ?	yes
Garima is taller than Sarita. Tanya is taller than Garima. Garima is shorter than Anu. Tanya is shorter than Anu but taller than Reena.	"taller(Tanya,Garima)
taller(Tanya,Reena)
shorter(Garima,Anu)
taller(Garima,Sarita)
shorter(Tanya,Anu)"	Is Anu the tallest ?	yes
Garima is taller than Sarita but not taller than Reena. Garima is shorter than Anu. Tanya is taller than Reena.	"taller(Garima,Sarita)
shorter(Garima,Anu)
taller(Tanya,Reena)
not_taller(Garima,Reena)"	Is Sarita the shortest ?	yes
Garima is taller than Sarita but not taller than Reena. Tanya is taller than Garima.  Tanya is taller than Reena.	"taller(Garima,Sarita)
taller(Tanya,Garima)
taller(Tanya,Reena)
not_taller(Garima,Reena)"	Is Sarita the shortest ?	yes
Garima is taller than Sarita but not taller than Reena. Tanya is taller than Garima. Garima is shorter than Anu.	"taller(Garima,Sarita)
taller(Tanya,Garima)
shorter(Garima,Anu)
not_taller(Garima,Reena)"	Is Sarita the shortest ?	yes
Amit is shorter than Shruti. Bharat is taller than Chander who is not taller than Tanu. Bharat is shorter than Tanu.	"shorter(Bharat,Tanu)
taller(Bharat,Chander)
shorter(Amit,Shruti)
not_taller(Chander,Tanu)"	Is Amit shorter than Shruti ?	yes
Amit is taller than Tanu. Bharat is taller than Chander who is not taller than Tanu.	"not_taller(Chander,Tanu)
taller(Bharat,Chander)
taller(Amit,Tanu)"	Is Chander the shortest ?	yes
Amit is taller than Tanu but shorter than Shruti. Chander is not taller than Tanu. Bharat is shorter than Tanu.	"shorter(Bharat,Tanu)
not_taller(Chander,Tanu)
shorter(Amit,Shruti)
taller(Amit,Tanu)"	Is Shruti the tallest ?	yes
Amit is taller than Tanu but shorter than Shruti. Bharat is taller than Chander. Bharat is shorter than Amit.	"shorter(Bharat,Amit)
taller(Bharat,Chander)
shorter(Amit,Shruti)
taller(Amit,Tanu)"	Is Shruti the tallest ?	yes
Amit is taller than Tanu but shorter than Shruti. Bharat is taller than Chander who is not taller than Tanu.	"not_taller(Chander,Tanu)
taller(Bharat,Chander)
shorter(Amit,Shruti)
taller(Amit,Tanu)"	Is Chander the shortest ?	yes
A, B, C, D, E and F are six students in a class. B and C are taller than A. D is taller than B and shorter than C. E is taller than F.	"taller(E,F)
shorter(D,C)
taller(B,A)
taller(C,A)
taller(D,B)"	Is E taller than F ?	yes
A, B, C, D, E and F are six students in a class. B and C are shorter than F. D is taller than B and shorter than C. A is shorter than F. E is taller than F.	"taller(E,F)
shorter(D,C)
shorter(B,F)
shorter(C,F)
taller(D,B)
shorter(A,F)"	Is E the tallest ?	yes
A, B, C, D, E and F are six students in a class. B and C are shorter than F but taller than A. D is shorter than C. E is taller than F.	"shorter(D,C)
taller(C,A)
taller(B,A)
shorter(C,F)
shorter(B,F)
taller(E,F)"	Is E the tallest ?	yes
A, B, C, D, E and F are six students in a class. B and C are shorter than F but taller than A. D is taller than B. E is taller than F.	"taller(C,A)
taller(B,A)
shorter(C,F)
taller(D,B)
shorter(B,F)
taller(E,F)"	Is A the shortest ?	yes
A, B, C, D, E and F are six students in a class. B and C are shorter than F but taller than A. D is taller than B and shorter than C. E is taller than C.	"shorter(D,C)
taller(C,A)
taller(B,A)
shorter(C,F)
taller(E,C)
taller(D,B)
shorter(B,F)"	Is A the shortest ?	yes
